Date,Temp_Anomaly,NINO3.4,NOI,ONI,BEST,PDO,IOD,AMM,TNA,TSA,WHWP,AO,NAO,QBO,EA,NP,PMM
1950-01-01,-0.721,-1.99,2.644,-1.53,-0.67,-1.655,-0.044,0.53,-0.14,0.08,-0.17,-0.06,0.55,-8.99,2.29,1014.873,0.18
1950-02-01,-0.82,-1.69,2.077,-1.34,-1.52,-2.131,-0.554,-1.07,-0.36,0.15,-0.3,0.627,3.31,-11.37,-0.57,1010.398,0.18
1950-03-01,-0.443,-1.42,3.091,-1.16,-1.38,-1.761,-0.692,-1.26,-0.37,0.12,-0.96,-0.008,0.82,-10.63,-1.8,1008.13,-0.81
1950-04-01,-0.684,-1.54,1.923,-1.18,-1.31,-1.663,-0.475,0.72,-0.11,-0.17,-1.93,0.555,1.61,-8.19,-2.5,1015.494,-0.23
1950-05-01,-0.212,-1.75,2.211,-1.07,-1.26,-2.586,-0.309,1.05,-0.25,-0.34,-2.27,0.072,-1.73,-6.09,1.41,1015.471,-0.22
1950-06-01,-0.38,-1.27,1.014,-0.85,-1.79,-1.967,-0.494,0.28,-0.13,-0.23,-2.23,0.539,1.26,-6.61,1.27,1015.51,0.28
1950-07-01,-0.422,-1.01,-0.336,-0.54,-1.72,-2.803,-0.348,0.21,-0.18,-0.16,-2.12,-0.802,-0.87,-7.11,3.01,1016.233,0.45
1950-08-01,-0.543,-0.97,-0.236,-0.42,-0.96,-1.934,-0.22,1.21,-0.16,-0.34,-2.62,-0.851,-0.28,-6.51,0.52,1012.764,-0.58
1950-09-01,-0.323,-0.98,0.17,-0.39,-0.92,-1.651,-0.631,1.26,-0.06,-0.51,-0.52,0.358,1.51,-3.82,-0.32,1012.617,-0.31
1950-10-01,-0.38,-1.03,-2.54,-0.44,-1.21,-1.5,-0.59,1.27,-0.18,-0.54,-2.14,-0.379,0.78,-2.39,0.04,1010.765,-0.59
1950-11-01,-0.695,-1.23,0.483,-0.6,-1.09,-1.669,-0.227,1.87,-0.09,-0.46,-0.82,-0.515,0.78,-2.18,-1.72,1016.373,-0.45
1950-12-01,-0.624,-1.31,-1.545,-0.8,-1.42,-0.905,-0.027,3.03,0.18,-0.92,-0.32,-1.928,-1.88,-3.31,-2.31,1007.969,0.98
1951-01-01,-1.052,-1.3,2.702,-0.82,-1.03,-1.091,0.256,2.14,0.06,-0.98,-0.17,-0.085,0.82,-6.01,-0.74,1008.319,-1.11
1951-02-01,-1.34,-1.04,1.878,-0.54,-0.62,-1.494,0.211,0.94,-0.17,-0.7,-0.3,-0.4,0.93,-5.32,-1.66,1011.156,-1.69
1951-03-01,-0.566,-0.38,3.103,-0.17,-0.21,-1.561,0.259,2.29,-0.07,-0.87,-0.93,-1.934,-2.01,-1.93,0.11,1015.687,-1.52
1951-04-01,-0.569,-0.23,-3.88,0.18,0.33,-1.075,-0.513,3.63,0.17,-0.51,-0.7,-0.776,-0.45,0.91,-2.31,1011.914,-0.74
1951-05-01,-0.147,-0.01,-2.213,0.36,0.69,-0.836,-0.138,3.7,0.14,-0.37,-0.93,-0.863,-2.11,2.26,0.93,1012.735,0.16
1951-06-01,-0.373,0.0,-0.903,0.58,0.16,-0.967,-0.19,3.85,0.17,-0.26,-0.56,-0.918,-1.16,-0.3,1.91,1014.202,-0.29
1951-07-01,-0.426,0.3,-0.336,0.7,1.3,0.297,-0.22,2.87,0.41,-0.11,-0.07,0.09,1.1,-2.7,-0.86,1017.913,-2.28
1951-08-01,-0.166,0.17,-0.872,0.89,0.99,-0.865,0.124,0.98,0.2,0.05,2.23,-0.377,0.85,-5.31,-3.26,1016.231,-2.63
1951-09-01,0.071,0.51,-1.36,0.99,1.05,-0.023,-0.005,-0.04,0.15,0.05,1.5,-0.818,-0.22,-5.92,-0.26,1012.423,-2.12
1951-10-01,0.136,0.49,0.21,1.15,1.11,0.168,-0.168,-0.97,0.09,0.03,1.55,-0.213,-0.13,-4.59,0.59,1011.466,-2.63
1951-11-01,-0.243,0.55,-1.165,1.04,0.9,-0.167,0.123,-1.19,-0.03,-0.08,1.09,-0.069,-0.97,-3.65,0.48,1009.468,-3.36
1951-12-01,0.08,0.31,-0.464,0.81,0.79,-1.343,-0.073,-2.02,-0.07,0.0,0.01,1.987,2.54,-3.98,0.04,1013.85,-3.36
1952-01-01,-0.056,0.13,-1.444,0.53,0.64,-2.105,-0.069,-2.89,-0.41,0.06,-0.07,0.368,0.92,-6.8,-1.07,1010.376,-2.77
1952-02-01,-0.289,-0.01,2.156,0.37,0.5,-1.128,0.08,-1.44,-0.15,-0.01,-0.26,-1.747,0.15,-7.71,-1.46,1007.719,-1.18
1952-03-01,-0.769,-0.11,1.74,0.34,0.1,-1.362,0.126,0.92,-0.02,-0.08,-0.31,-1.859,-1.14,-6.99,0.16,1014.058,-1.59
1952-04-01,-0.252,-0.02,-1.652,0.29,0.72,-1.543,0.073,1.13,0.04,-0.08,0.35,0.539,2.79,-5.68,0.12,1013.688,-0.75
1952-05-01,-0.364,-0.14,0.535,0.2,-0.52,-1.358,-0.148,2.09,0.13,-0.19,0.24,-0.774,-0.94,-4.76,0.24,1015.81,0.57
1952-06-01,-0.386,-0.54,0.015,0.0,-0.8,-1.83,0.02,3.27,0.28,0.07,0.85,-0.441,0.02,-6.0,-0.4,1014.477,-0.4
1952-07-01,-0.158,-0.76,-0.538,-0.08,-0.57,-1.561,-0.43,2.36,0.17,-0.07,-0.16,0.383,-0.79,-7.6,-1.26,1018.433,-0.19
1952-08-01,-0.206,-0.56,1.034,0.0,-0.14,-0.756,-0.463,2.04,0.16,-0.01,2.42,-0.03,-1.05,-8.15,-0.95,1016.993,-0.02
1952-09-01,-0.144,-0.36,0.375,0.15,-0.03,-0.668,-0.607,2.24,0.37,-0.04,2.44,-0.383,-3.02,-5.73,-1.68,1014.384,-1.12
1952-10-01,-0.246,-0.46,0.623,0.1,-0.05,-0.146,-0.546,2.08,0.26,-0.08,1.73,-0.437,0.42,-2.96,-0.42,1012.421,0.21
1952-11-01,-0.496,-0.78,1.179,0.04,-0.02,-0.16,-0.171,2.25,0.28,0.0,1.05,-1.891,-1.51,-0.51,-1.55,1008.903,-0.41
1952-12-01,-0.322,-0.39,-2.297,0.15,0.36,-0.687,-0.03,3.63,0.55,-0.14,-0.05,-1.827,-0.31,-1.65,-0.26,1003.775,-1.15
1953-01-01,-0.105,0.2,1.742,0.4,0.22,-0.151,0.304,3.16,0.46,-0.15,-0.17,-1.036,-0.02,-2.94,0.84,1002.535,-2.23
1953-02-01,0.027,0.24,7.614,0.6,0.45,-0.253,0.285,2.8,0.41,-0.25,-0.12,-0.249,0.54,-2.68,-0.25,1008.159,-3.46
1953-03-01,-0.052,0.29,2.595,0.63,0.52,-1.029,0.188,1.32,-0.04,0.01,0.57,1.068,1.25,-1.22,1.73,1014.61,-3.63
1953-04-01,0.234,0.22,-0.952,0.66,0.81,-0.655,-0.054,2.12,0.18,-0.29,1.58,-1.256,-1.6,1.3,-1.66,1010.399,-2.51
1953-05-01,-0.049,0.35,-0.631,0.75,1.77,-0.16,0.316,2.34,0.11,-0.14,0.09,-0.562,-0.75,2.69,0.09,1013.402,-2.68
1953-06-01,-0.081,0.39,1.682,0.77,0.6,-0.219,-0.113,1.45,0.13,-0.1,0.48,0.023,-2.96,1.86,-0.71,1017.134,-3.39
1953-07-01,-0.395,0.14,0.185,0.75,0.35,0.142,-0.178,1.45,0.18,-0.07,0.25,0.333,0.13,0.1,-0.71,1018.201,-2.38
1953-08-01,-0.234,0.09,0.197,0.73,0.87,-0.44,-0.231,1.52,0.24,-0.06,1.56,0.085,3.26,-1.21,-1.41,1016.702,-2.05
1953-09-01,-0.269,0.29,-0.722,0.78,1.14,-0.531,-0.24,1.52,0.2,0.04,1.3,0.662,0.75,-1.28,0.58,1015.668,-3.7
1953-10-01,0.074,0.16,1.669,0.84,0.16,-0.817,-0.312,0.35,0.16,0.03,0.47,-0.194,0.77,-0.39,0.0,1010.532,-3.7
1953-11-01,-0.184,0.18,-0.853,0.84,0.36,-0.327,-0.136,0.69,0.16,-0.18,1.21,0.354,3.25,-0.59,0.16,1005.937,-3.42
1953-12-01,-0.062,0.41,6.026,0.81,0.4,-0.131,-0.119,0.82,0.17,-0.41,-0.1,0.575,0.15,-2.18,0.73,1008.118,-3.26
1954-01-01,-0.714,0.43,0.5,0.76,0.06,-0.863,-0.339,0.97,0.1,-0.43,-0.13,-0.148,0.1,-5.05,0.52,1010.84,-0.73
1954-02-01,-0.496,0.28,1.101,0.47,0.37,-0.774,-0.271,0.82,-0.12,-0.5,-0.29,-0.181,0.57,-6.88,0.03,1007.356,0.35
1954-03-01,-0.701,-0.38,-1.303,-0.05,0.2,-0.783,-0.162,-0.17,-0.26,-0.52,-0.77,0.476,-0.29,-7.98,0.48,1016.823,1.01
1954-04-01,-0.611,-1.17,0.761,-0.41,-0.31,-0.872,-0.009,-0.44,-0.46,-0.4,-1.49,0.512,-0.26,-9.01,-0.29,1017.539,4.78
1954-05-01,-0.6,-0.81,-1.173,-0.54,-0.37,-0.242,-0.55,1.68,0.05,-0.61,-1.29,-1.656,-0.91,-11.38,-2.13,1013.655,4.35
1954-06-01,-0.336,-0.93,0.498,-0.5,-0.48,0.401,-0.504,1.2,0.04,-0.57,-1.71,-0.268,-0.94,-12.72,0.58,1013.361,2.25
1954-07-01,-0.211,-1.18,0.403,-0.64,-0.85,0.171,-0.855,0.39,-0.19,-0.66,-1.74,0.341,0.88,-13.4,-1.5,1018.15,1.84
1954-08-01,-0.289,-1.43,1.899,-0.84,-1.17,-0.029,-0.631,-0.86,-0.13,-0.39,-0.79,-0.122,-0.59,-14.53,0.29,1016.843,1.37
1954-09-01,-0.281,-1.6,1.242,-0.9,-0.67,-0.618,-0.718,-1.25,-0.23,-0.25,-0.7,0.301,2.49,-12.83,-1.04,1015.005,0.88
1954-10-01,0.096,-1.48,0.072,-0.77,-0.55,0.116,-0.836,-1.69,-0.32,-0.14,-3.83,0.513,2.09,-10.35,0.34,1010.674,0.34
1954-11-01,0.278,-1.13,-0.26,-0.73,-0.65,0.816,-0.45,-1.6,-0.17,-0.12,-1.95,-0.328,1.54,-9.99,-0.51,1005.62,-0.16
1954-12-01,-0.294,-1.33,0.949,-0.66,-0.84,0.162,-0.053,-1.07,-0.3,-0.23,-0.25,0.553,1.44,-9.56,-0.58,1011.769,0.79
1955-01-01,0.307,-0.93,2.308,-0.68,0.01,-0.318,-0.049,0.63,0.09,-0.42,-0.17,-1.163,-1.17,-5.82,-0.79,1007.096,-0.75
1955-02-01,-0.755,-0.95,7.473,-0.62,-0.98,-1.038,-0.153,1.62,0.07,-0.6,-0.3,-1.542,-2.21,-1.71,-1.69,1015.402,-2.58
1955-03-01,-1.121,-1.06,4.596,-0.69,-0.55,-1.249,0.019,1.03,-0.04,-0.45,-0.87,-1.568,-2.9,1.37,0.25,1016.184,-1.88
1955-04-01,-0.643,-1.22,1.63,-0.8,-0.4,-1.932,-0.044,1.95,-0.01,-0.52,-2.21,0.194,2.4,4.4,-0.01,1016.586,-2.78
1955-05-01,-0.461,-1.28,3.862,-0.79,-1.34,-1.724,-0.695,1.61,-0.12,-0.34,-1.76,0.242,0.33,6.58,0.92,1014.877,-1.96
1955-06-01,-0.365,-1.18,1.871,-0.72,-1.57,-2.331,-0.387,2.14,-0.01,-0.44,-1.89,-0.266,-0.18,6.73,1.43,1015.606,-1.65
1955-07-01,-0.388,-1.15,1.333,-0.68,-1.75,-2.417,-0.439,2.7,0.12,-0.27,-1.96,0.332,-1.32,5.99,0.55,1016.983,-1.75
1955-08-01,0.099,-1.35,1.983,-0.75,-1.27,-2.136,-0.43,3.05,0.17,-0.46,-0.93,0.76,0.54,7.2,1.44,1018.184,-2.97
1955-09-01,-0.252,-1.43,1.979,-1.09,-1.41,-1.981,-0.738,2.93,0.16,-0.41,-0.65,0.357,0.82,8.16,-1.21,1016.159,-1.71
1955-10-01,0.075,-2.31,2.494,-1.42,-1.58,-2.944,-0.73,3.55,0.21,-0.28,-0.33,0.099,-2.35,9.02,-0.39,1013.068,-2.48
1955-11-01,-0.614,-2.45,3.016,-1.67,-1.61,-2.264,-0.269,4.25,0.45,-0.2,0.62,-1.342,-2.14,7.63,0.62,1013.023,-1.73
1955-12-01,-0.908,-2.03,-3.548,-1.47,-1.05,-2.123,-0.3,4.57,0.3,-0.57,-0.32,-0.444,0.51,3.82,0.73,1011.473,-0.89
1956-01-01,-0.524,-1.2,-2.126,-1.11,-1.01,-1.944,-0.101,4.38,0.37,-0.5,-0.17,-1.204,-0.76,-1.01,-0.74,1010.204,0.47
1956-02-01,-0.691,-0.99,5.06,-0.76,-1.01,-2.062,-0.021,3.56,0.24,-0.69,-0.3,-2.029,-2.96,-3.23,-0.89,1012.856,-0.45
1956-03-01,-0.653,-0.83,5.191,-0.63,-0.94,-2.585,-0.001,2.5,-0.04,-0.57,-0.61,0.47,0.01,-2.01,0.33,1013.954,-2.34
1956-04-01,-0.793,-0.97,0.577,-0.54,-0.97,-2.334,-0.3,2.02,-0.0,-0.73,-1.43,-0.868,-1.9,-2.01,-0.08,1014.201,-2.24
1956-05-01,-0.807,-0.8,1.273,-0.52,-1.06,-1.608,-0.57,0.16,-0.29,-0.45,-1.53,1.391,4.54,-6.16,0.61,1013.636,-2.39
1956-06-01,-0.542,-0.92,2.335,-0.51,-1.13,-2.207,-0.826,-1.4,-0.45,-0.43,-2.49,0.28,1.26,-11.02,-1.47,1015.266,-3.68
1956-07-01,-0.393,-1.06,2.644,-0.57,-1.16,-1.447,-1.083,-0.47,-0.29,-0.26,-1.86,-0.215,0.35,-13.04,1.13,1018.8,-3.17
1956-08-01,-0.872,-1.17,3.112,-0.55,-1.05,-0.725,-0.772,-0.25,-0.2,-0.19,-1.5,-0.652,-3.15,-15.17,-0.16,1015.037,-1.95
1956-09-01,-0.56,-0.98,0.005,-0.46,-0.55,-0.374,-0.803,-0.67,-0.27,-0.19,-1.97,-0.202,-0.51,-14.67,2.61,1013.904,-2.77
1956-10-01,-0.758,-0.97,3.177,-0.42,-1.23,-1.513,-0.672,0.05,-0.06,-0.44,-1.05,1.139,1.23,-14.9,0.53,1016.21,-2.25
1956-11-01,-0.462,-1.14,5.012,-0.43,-0.55,-1.978,-0.516,0.39,-0.08,-0.43,-1.65,-0.066,1.39,-16.96,-1.51,1010.962,-0.67
1956-12-01,-0.326,-0.89,6.564,-0.43,-0.6,-1.02,-0.151,0.74,0.05,-0.49,-0.23,0.001,2.57,-15.02,0.38,1007.557,0.83
1957-01-01,-0.458,-0.51,0.984,-0.25,-0.38,-1.238,-0.437,-1.03,-0.33,-0.37,-0.17,2.062,2.53,-13.05,0.69,1013.798,1.37
1957-02-01,-0.702,-0.22,-3.795,0.06,0.03,-1.333,-0.564,-2.24,-0.55,-0.11,-0.26,-1.513,1.08,-11.89,-1.73,1011.296,1.26
1957-03-01,-0.768,0.18,-0.273,0.41,0.26,-0.644,-0.197,-1.54,-0.17,-0.07,0.12,-2.013,0.42,-6.68,0.45,1007.927,0.12
1957-04-01,-0.42,0.41,-0.869,0.72,0.44,-0.457,-0.3,-2.32,-0.36,-0.03,0.19,0.238,-0.62,-2.01,-0.48,1014.948,1.6
1957-05-01,-0.406,0.62,-4.281,0.92,1.09,0.253,-0.326,-1.4,-0.35,-0.26,0.64,-0.966,-0.84,1.8,-1.42,1011.941,1.01
1957-06-01,-0.101,0.63,-0.776,1.11,0.66,1.289,-0.465,-0.44,-0.09,-0.11,1.35,-0.76,-0.8,3.21,2.45,1012.764,0.47
1957-07-01,-0.458,0.87,0.644,1.25,0.63,0.612,-0.488,0.05,-0.06,-0.31,1.63,-0.646,-0.48,4.05,-0.54,1018.565,-0.99
1957-08-01,-0.09,0.84,1.251,1.32,1.05,0.391,-0.266,1.0,0.19,-0.21,2.42,0.097,0.7,6.3,-1.81,1016.287,-1.45
1957-09-01,-0.086,0.72,-3.812,1.33,0.9,1.823,-0.383,1.34,0.21,-0.35,3.15,-0.956,-1.56,8.36,-1.79,1011.652,0.35
1957-10-01,-0.082,0.7,-3.018,1.39,0.49,1.787,-0.523,1.62,0.32,-0.38,2.64,0.903,1.07,10.46,0.57,1010.732,0.73
1957-11-01,-0.14,0.92,1.107,1.53,1.17,1.583,-0.482,0.56,0.23,-0.26,1.6,-1.38,-1.59,10.11,1.15,1008.594,0.5
1957-12-01,-0.209,1.3,-0.04,1.74,0.85,0.518,-0.25,0.1,0.17,-0.16,0.34,0.828,-0.12,7.35,0.46,1012.35,1.16
1958-01-01,0.465,1.78,-2.567,1.81,1.62,0.73,-0.396,1.41,0.25,-0.26,0.12,-1.438,0.37,5.25,-0.21,1001.038,2.24
1958-02-01,-0.132,1.49,-10.78,1.66,1.18,1.046,-0.234,4.02,0.66,-0.26,0.19,-2.228,-0.03,4.1,-0.14,1002.693,3.51
1958-03-01,-0.374,0.98,-5.996,1.27,0.89,0.744,-0.374,7.13,0.91,-0.57,1.82,-2.522,-1.28,4.27,2.15,1014.453,3.29
1958-04-01,-0.448,0.46,0.264,0.93,0.35,0.764,-0.348,8.23,0.92,-0.63,1.54,-0.36,1.79,1.98,0.38,1012.535,2.48
1958-05-01,-0.185,0.38,-4.307,0.74,1.14,1.379,-0.496,7.87,0.72,-1.07,2.42,-0.336,1.1,-4.71,-0.24,1013.812,3.06
1958-06-01,-0.481,0.26,-0.981,0.64,0.44,1.544,-0.854,7.32,0.76,-1.06,5.75,-1.149,-1.44,-10.6,0.38,1014.542,4.34
1958-07-01,-0.146,0.03,-0.842,0.57,0.08,0.649,-1.063,5.03,0.36,-0.51,2.94,-0.684,-0.2,-13.91,2.08,1016.447,4.16
1958-08-01,-0.485,-0.01,1.019,0.43,-0.13,1.326,-1.26,3.87,0.27,-0.64,3.55,-0.755,0.98,-15.59,-0.81,1016.552,3.68
1958-09-01,-0.538,-0.32,0.491,0.39,0.03,1.06,-1.303,3.66,0.28,-0.63,2.82,-0.012,-0.23,-15.93,3.31,1014.036,3.55
1958-10-01,-0.234,-0.27,-0.19,0.44,0.25,0.528,-0.966,1.95,0.07,-0.49,1.76,0.77,1.65,-16.39,0.55,1014.63,3.72
1958-11-01,-0.254,0.05,1.675,0.5,0.35,0.495,-0.674,1.51,0.19,-0.39,1.18,-0.011,0.43,-16.91,0.56,1011.243,3.51
1958-12-01,-0.26,0.02,-0.327,0.61,0.57,1.222,-0.639,1.03,0.2,-0.02,0.17,-1.687,-1.7,-18.96,-0.08,1005.689,4.5
1959-01-01,-0.197,0.53,-0.619,0.61,0.67,1.127,-0.027,1.87,0.28,0.04,0.19,-2.013,-1.15,-20.06,-0.87,1008.399,5.37
1959-02-01,-0.275,0.43,-2.56,0.62,0.94,0.548,-0.531,1.81,0.29,0.05,0.38,2.544,2.46,-17.24,2.2,1013.361,4.34
1959-03-01,0.114,0.19,5.528,0.52,-0.05,-0.032,-0.524,-0.37,-0.09,0.28,0.98,1.432,1.82,-14.02,0.39,1012.826,3.19
1959-04-01,0.01,0.06,-1.337,0.33,0.2,0.11,-0.357,-1.04,-0.08,0.2,0.83,0.119,1.51,-9.27,-0.07,1016.05,3.52
1959-05-01,-0.241,-0.23,1.44,0.2,0.06,0.139,-0.742,-0.81,-0.22,-0.17,0.16,-0.341,-2.22,-5.91,-0.12,1014.963,3.56
1959-06-01,-0.106,-0.35,-1.197,-0.07,0.11,0.361,-0.745,-0.87,-0.25,-0.14,-0.07,-0.033,1.51,-2.3,0.82,1014.75,3.44
1959-07-01,-0.111,-0.86,-0.252,-0.18,0.14,-0.012,-0.667,-0.34,-0.25,-0.24,1.18,0.105,0.29,3.15,0.57,1018.352,3.5
1959-08-01,-0.234,-0.77,-0.814,-0.28,0.01,-0.169,-0.913,-0.45,-0.29,-0.2,-0.48,-0.745,0.02,7.07,1.03,1017.102,3.49
1959-09-01,-0.343,-0.8,2.204,-0.09,-0.26,-0.16,-0.839,-0.24,-0.15,-0.1,1.19,-0.281,-1.81,10.09,3.68,1012.191,2.75
1959-10-01,-0.293,-0.48,-0.219,-0.03,-0.06,1.026,-0.586,-0.71,-0.2,-0.13,0.21,-0.249,1.51,11.69,1.84,1010.362,1.99
1959-11-01,-0.303,-0.66,2.88,0.05,-0.49,1.411,-0.574,-0.74,-0.2,-0.22,0.23,-1.411,-0.04,10.71,-0.88,1009.198,1.13
1959-12-01,-0.253,-0.42,1.26,-0.04,-0.26,0.945,-0.357,-0.86,-0.23,-0.23,-0.16,-0.042,1.98,8.3,-1.02,1010.156,0.63
1960-01-01,-0.302,-0.28,-0.874,-0.1,0.11,0.3,-0.236,0.26,-0.07,-0.33,-0.16,-2.484,-0.7,4.79,0.06,1005.939,-1.16
1960-02-01,-0.038,-0.46,1.976,-0.1,-0.02,0.614,-0.043,1.65,0.18,-0.41,-0.21,-2.212,-1.0,3.39,0.15,1007.612,0.24
1960-03-01,-1.327,-0.3,1.287,-0.07,-0.18,0.463,-0.433,1.44,0.2,-0.09,-0.63,-1.625,-0.87,-0.04,3.27,1013.396,0.98
1960-04-01,-0.725,-0.33,1.317,0.03,-0.19,0.465,-0.745,2.0,0.13,-0.22,-0.79,-0.297,1.93,-1.08,-0.6,1014.805,2.34
1960-05-01,-0.701,-0.25,1.021,0.02,0.05,0.64,-0.738,2.44,0.27,0.01,1.13,-0.857,0.07,-3.91,-1.3,1014.865,1.55
1960-06-01,-0.33,-0.49,-0.536,0.03,0.04,0.878,-0.681,2.54,0.1,-0.23,0.2,0.055,-0.41,-8.98,0.02,1016.562,1.45
1960-07-01,-0.382,-0.41,0.222,0.13,-0.28,-0.204,-0.734,1.65,0.08,0.08,0.91,-0.619,0.18,-13.86,0.86,1017.036,1.59
1960-08-01,-0.29,-0.15,1.076,0.24,-0.23,0.004,-0.584,1.08,0.05,-0.02,1.45,-1.008,-1.84,-16.04,1.58,1016.993,-0.11
1960-09-01,-0.202,-0.28,2.478,0.27,-0.16,-0.544,-0.582,0.52,-0.05,-0.05,1.4,-0.382,0.24,-16.01,-0.81,1016.063,-1.03
1960-10-01,-0.12,-0.49,-0.016,0.2,0.07,0.026,-0.906,0.17,-0.01,-0.1,1.28,-1.187,-3.08,-15.62,0.59,1011.902,1.0
1960-11-01,-0.612,-0.45,-0.192,0.12,-0.46,0.035,-0.811,0.25,0.1,0.01,0.84,-0.553,1.4,-14.42,0.81,1012.129,0.47
1960-12-01,0.264,-0.38,1.775,0.05,-0.16,0.222,-0.641,-0.29,-0.02,0.0,-0.01,-0.343,0.46,-11.36,-1.97,1005.514,1.7
1961-01-01,-0.145,-0.31,-1.773,0.04,0.17,0.923,-0.144,-0.16,-0.04,-0.0,-0.02,-1.506,1.46,-5.47,-0.52,999.578,0.98
1961-02-01,-0.177,-0.19,6.931,0.03,-0.19,0.982,-0.08,-0.33,-0.07,-0.12,0.04,0.621,4.06,-0.62,0.19,1006.766,0.05
1961-03-01,-0.34,-0.35,-0.312,0.04,0.95,0.756,-0.122,0.41,0.02,-0.02,-0.39,0.341,2.08,0.54,-0.62,1010.347,0.31
1961-04-01,-0.154,-0.46,2.374,0.09,-0.23,0.537,-0.612,1.79,0.17,-0.1,-0.0,-0.237,0.71,2.82,1.25,1018.123,-1.22
1961-05-01,-0.12,-0.18,1.822,0.23,0.03,-0.181,-0.438,2.11,0.2,0.03,-0.25,0.157,-0.94,6.88,-0.38,1014.963,-1.57
1961-06-01,-0.111,-0.06,0.045,0.27,0.34,-0.364,-0.006,0.74,-0.04,-0.1,-0.52,0.837,2.13,7.96,-1.36,1016.406,-0.67
1961-07-01,-0.179,-0.41,0.17,0.14,-0.19,-0.764,0.63,1.15,0.0,-0.21,-0.91,-0.108,0.63,6.69,0.36,1018.278,1.52
1961-08-01,-0.215,-0.67,1.561,-0.13,-0.1,-0.439,0.776,1.27,0.09,-0.19,0.34,0.013,3.38,5.6,0.69,1015.765,1.49
1961-09-01,-0.106,-0.94,1.284,-0.3,-0.29,-0.83,0.554,0.18,-0.05,0.03,-0.18,0.815,2.01,6.02,1.78,1015.816,1.06
1961-10-01,-0.267,-1.01,2.587,-0.26,-0.07,-1.394,0.457,-0.54,-0.13,-0.02,-0.39,0.203,1.0,7.59,-1.05,1015.663,1.02
1961-11-01,-0.097,-0.63,-0.486,-0.19,-0.4,-1.092,0.323,-0.21,-0.06,-0.06,-0.23,-0.01,-2.15,8.74,-0.16,1012.504,-1.23
1961-12-01,-0.774,-0.63,3.942,-0.16,-0.59,-1.553,0.311,1.51,0.27,-0.12,-0.32,-1.668,-1.72,6.25,-0.26,1009.84,-2.33
1962-01-01,-0.202,-0.59,6.315,-0.24,-0.72,-0.965,0.512,1.96,0.22,-0.08,-0.17,1.645,2.44,2.84,-0.62,1010.106,-1.62
1962-02-01,0.027,-0.57,-3.386,-0.22,0.09,-0.86,0.544,1.96,0.12,-0.16,-0.19,-0.358,0.77,3.68,-0.12,1007.667,-1.0
1962-03-01,-0.068,-0.48,-0.668,-0.2,-0.1,-0.939,0.356,3.26,0.41,-0.11,-0.54,-2.848,-3.78,5.26,-0.33,1013.304,0.77
1962-04-01,-0.241,-0.69,2.794,-0.26,-0.29,-0.767,-0.019,3.15,0.26,-0.01,-1.54,1.169,0.74,2.04,-0.29,1018.474,1.43
1962-05-01,-0.615,-0.89,2.789,-0.28,-0.77,-0.977,-0.385,2.82,0.36,0.18,-1.39,0.068,-0.1,-3.64,0.24,1018.177,-0.26
1962-06-01,-0.405,-0.65,1.669,-0.2,-0.25,-1.694,-0.458,1.3,0.06,0.08,-0.26,0.287,1.41,-11.42,1.01,1016.759,-0.74
1962-07-01,-0.459,-0.53,2.331,-0.04,-0.08,-1.484,-0.468,2.44,0.26,-0.09,0.92,-0.927,-2.1,-15.49,-0.42,1018.252,-0.13
1962-08-01,-0.436,-0.53,0.312,-0.07,-0.21,-0.58,-0.303,1.56,0.19,-0.03,2.5,0.152,2.28,-15.0,1.4,1017.08,-0.81
1962-09-01,-0.402,-0.78,1.238,-0.11,-0.51,-1.26,-0.186,0.98,0.09,-0.08,1.44,-0.056,0.02,-15.19,-0.13,1015.639,-0.99
1962-10-01,-0.212,-0.75,0.217,-0.22,-0.59,-1.346,-0.327,0.41,0.08,0.03,1.47,-0.016,-0.34,-15.33,1.19,1010.945,-1.26
1962-11-01,0.145,-0.95,3.053,-0.31,-0.32,-0.31,-0.213,1.42,0.3,0.01,1.15,-1.112,-2.23,-15.4,-2.0,1008.451,0.16
1962-12-01,-0.26,-0.93,-0.706,-0.43,-0.13,-0.239,-0.071,2.91,0.51,-0.19,-0.23,-0.711,-0.66,-15.16,-0.08,1006.719,0.25
1963-01-01,-0.321,-0.78,2.157,-0.4,-0.4,0.06,0.329,3.15,0.56,-0.05,-0.17,-3.311,-4.09,-17.35,-0.09,1002.471,-0.13
1963-02-01,0.166,-0.53,-2.644,-0.15,-0.24,0.374,0.395,3.07,0.51,0.01,-0.3,-1.721,-1.9,-16.68,-1.07,1002.305,2.69
1963-03-01,-0.836,-0.1,1.516,0.15,-0.23,-0.045,0.201,1.42,0.34,0.27,-0.09,0.724,2.79,-19.93,2.08,1017.385,1.89
1963-04-01,-0.619,-0.03,-0.751,0.27,-0.15,-0.132,-0.061,1.76,0.42,0.21,0.42,-0.348,-0.46,-21.52,-0.46,1017.516,2.73
1963-05-01,-0.66,-0.3,0.777,0.31,0.07,-0.899,-0.324,-0.21,0.14,0.42,-0.01,0.771,1.91,-24.18,-1.84,1015.844,0.85
1963-06-01,-0.417,-0.11,0.473,0.52,0.62,-0.807,-0.248,-1.12,0.11,0.45,0.45,-0.585,-1.77,-20.08,0.97,1016.342,-0.55
